lat,lon
25.70581,-100.267397
25.7627645,-100.2860329
25.713337,-100.149972
25.74672035,-100.300268
25.76408885,-100.2971171
25.7363,-100.2858
25.762014,-100.255548
25.7437836,-100.1996609
25.66827435,-100.4544326
25.7462994,-100.2523416
25.7048835,-100.2459736
25.71203,-100.325963
25.7355923,-100.2159608
25.7887026,-100.2384286
25.752728,-100.259278
25.7165563,-100.2305022
25.71475793,-100.2617562
25.686495,-100.20131
25.718787,-100.2541304
25.7418771,-100.2527936
25.7078816,-100.2456753
25.785226,-100.1886275
25.7385774,-100.1881652
25.76632085,-100.3920163
25.75904125,-100.2742007
25.73551,-100.282791
25.7496806,-100.305568
25.7501821,-100.284067
25.7528717,-100.2564898
25.730613,-100.2214772
25.7369234,-100.2395235
25.70744606,-100.2597324
25.733387,-100.2839
25.74288915,-100.2509952
25.7366049,-100.2216032
25.733291,-100.2253287
25.7824784,-100.2451037
25.7355917,-100.2388657
25.747892,-100.251348
25.726256,-100.242092
25.6578936,-100.3208146
25.75284,-100.2426419
25.7329195,-100.2368958
25.7603229,-100.260085
25.72113095,-100.2238272
25.66469765,-100.3108902
25.66469765,-100.3108902
25.7355917,-100.2388657
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.78910075,-100.3837885
25.7177376,-100.3653413
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.89447308,-100.1719399
25.77643129,-100.4027937
25.66469765,-100.3108902
25.71864055,-100.2828215
25.66469765,-100.3108902
25.66469765,-100.3108902
25.730548,-100.209906
25.62039839,-100.2930547
25.66469765,-100.3108902
25.73989035,-100.2860699
25.66469765,-100.3108902
25.66469765,-100.3108902
25.7158853,-100.237787
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.74539775,-100.2863319
25.66469765,-100.3108902
25.66469765,-100.3108902
25.7426906,-100.2540637
25.6950009,-100.3032235
25.7678484,-100.3948309
25.66469765,-100.3108902
25.6919419,-100.3047345
25.78777695,-100.2595992
25.73821095,-100.383837
25.6371371,-100.2897378
25.66469765,-100.3108902
25.6371371,-100.2897378
25.66469765,-100.3108902
25.7169931,-100.209632
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.7549235,-100.2497713
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.6832038,-100.3590303
25.74094252,-100.2862915
25.72108636,-100.2844829
25.76130932,-100.3012161
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.7540328,-100.2559154
25.66469765,-100.3108902
25.74044802,-100.3753294
25.66469765,-100.3108902
25.66469765,-100.3108902
25.78948744,-100.3393114
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.7180444,-100.2214113
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.7605755,-100.2767756
25.71627677,-100.2779071
25.66469765,-100.3108902
25.66469765,-100.3108902
25.85442135,-100.3921318
25.735798,-100.2849348
25.66469765,-100.3108902
25.812033,-100.264386
25.79172157,-100.4636137
25.7745407,-100.2740831
25.8050882,-100.3096367
25.66469765,-100.3108902
25.6934648,-100.2751654
25.66469765,-100.3108902
25.8480154,-100.3723039
25.66469765,-100.3108902
25.66469765,-100.3108902
25.73975199,-100.369314
25.69709945,-100.1883421
25.7966557,-100.461425
25.66469765,-100.3108902
25.66469765,-100.3108902
25.7004849,-100.3032491
25.8055313,-100.3370869
25.66469765,-100.3108902
25.66469765,-100.3108902
25.800608,-100.578771
25.78061433,-100.4080075
25.66469765,-100.3108902
25.66469765,-100.3108902
25.80532715,-100.3215754
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.7968118,-100.3913316
25.63772237,-100.3026431
25.7996446,-100.3029258
25.66469765,-100.3108902
25.66469765,-100.3108902
25.78061433,-100.4080075
25.72188884,-100.2537346
25.805356,-100.321827
25.66469765,-100.3108902
25.8094341,-100.358327
25.66469765,-100.3108902
25.73065655,-100.3204933
25.66469765,-100.3108902
25.66469765,-100.3108902
25.66469765,-100.3108902
25.7800666,-100.4677823
25.66469765,-100.3108902
25.78061433,-100.4080075
25.66469765,-100.3108902
25.85755981,-100.3753395
25.66469765,-100.3108902
25.66469765,-100.3108902
